temp,weather,age,sex,height,weight,body_shape,style,label
26,1,43,2,156,46,2,2,12
29,1,64,1,173,58,2,1,5
33,1,46,2,159,61,2,3,4
28,1,48,2,157,51,2,1,7
27,2,57,2,170,47,1,2,15
24,3,27,2,160,70,3,1,1
25,1,41,2,163,71,3,3,9
25,2,62,2,159,40,1,1,1
20,1,27,2,163,61,2,2,16
30,1,61,2,152,47,2,2,14
20,1,20,1,179,80,2,2,11
35,1,49,1,165,70,3,1,5
29,3,55,1,171,61,2,1,5
29,2,36,2,159,64,3,2,14
27,2,31,2,160,50,2,3,4
35,1,63,2,158,45,1,3,4
23,1,38,1,168,72,3,3,3
31,2,27,1,173,62,2,1,5
35,1,37,2,170,52,1,1,7
34,1,53,1,167,66,2,3,10
23,2,59,2,160,72,3,1,1
22,3,30,2,158,47,2,1,1
31,1,39,2,169,54,2,1,7
27,2,30,1,181,75,2,1,5
32,2,36,1,184,70,2,3,10
25,3,54,2,157,56,2,3,3
28,3,55,2,152,60,3,3,4
31,2,61,2,162,64,2,1,7
29,3,48,2,162,60,2,1,7
20,2,60,1,175,72,2,1,6
20,1,65,2,158,44,1,1,1
20,3,63,1,174,75,2,2,11
21,1,35,2,157,49,2,3,3
34,1,58,1,176,67,2,2,8
32,2,23,1,178,73,2,2,15
23,2,30,1,175,64,2,3,3
33,1,26,1,180,91,3,3,10
22,3,59,1,172,65,2,1,6
31,2,28,1,176,97,3,2,13
33,3,61,2,159,57,2,3,10
29,1,60,1,170,77,3,2,17
31,1,45,1,176,68,2,2,8
26,3,27,1,185,85,2,3,3
25,1,42,1,174,83,3,3,3
35,1,38,2,156,72,3,3,4
31,1,60,1,182,62,2,2,8
29,3,39,2,162,56,2,2,8
28,1,48,2,161,53,2,1,7
26,1,44,2,161,64,2,1,1
28,1,32,2,155,47,2,1,7
27,3,50,2,161,60,2,2,13
26,3,48,1,172,61,2,1,6
25,1,20,2,161,43,1,2,16
32,2,20,2,163,54,2,2,13
34,2,37,2,159,46,1,1,7
30,3,21,1,168,67,2,2,17
26,1,61,1,170,76,3,2,11
21,3,49,2,158,52,2,3,3
31,1,41,2,157,52,2,2,14
21,1,45,2,160,56,2,3,9
24,1,64,2,161,56,2,3,9
20,2,31,2,155,53,2,1,1
22,3,59,1,173,74,2,3,3
27,2,60,1,172,53,1,2,15
25,2,44,1,173,86,3,1,6
33,2,27,1,169,74,3,2,15
29,1,30,1,169,82,3,3,10
28,3,32,1,166,87,3,3,10
29,3,39,1,167,74,3,1,5
35,2,57,2,160,42,1,3,10
25,1,34,1,173,67,2,3,3
30,2,44,2,169,55,2,1,7
33,3,38,2,157,54,2,1,7
29,2,36,2,160,60,2,2,14
31,3,51,2,159,62,2,2,14
26,3,34,1,162,89,3,3,3
35,3,50,1,170,70,2,3,10
25,3,42,1,174,79,3,1,6
25,1,23,2,162,48,1,1,1
26,1,50,2,160,54,2,1,1
32,1,40,2,145,51,2,3,10
26,3,27,1,172,75,3,1,6
20,3,25,1,164,53,2,3,3
27,2,61,2,167,62,2,3,4
34,2,37,1,169,67,2,1,5
30,3,24,2,164,70,3,1,7
20,3,32,2,163,48,1,3,9
34,1,20,1,174,84,3,1,5
20,2,43,2,162,52,2,1,1
29,1,41,1,177,75,2,1,5
34,2,38,1,168,56,2,1,5
33,1,59,1,176,70,2,3,10
34,2,45,2,157,64,3,3,4
26,1,48,1,177,63,2,2,16
28,1,56,2,164,60,2,1,7
24,3,22,2,147,46,2,3,9
28,3,29,1,175,81,3,2,17
20,1,33,1,186,68,2,3,3
21,2,31,2,169,60,2,2,12
24,2,51,1,170,62,2,2,11
22,3,36,1,170,70,2,1,6
26,1,55,2,163,53,2,2,11
32,1,44,2,162,51,2,2,8
24,1,39,1,174,68,2,2,11
26,1,27,1,176,85,3,1,6
20,1,43,2,171,55,2,3,3
30,1,48,1,181,68,2,1,5
22,2,57,2,167,56,2,2,12
22,1,27,1,175,71,2,3,3
27,2,36,2,164,44,1,1,7
35,1,34,2,161,44,1,3,10
34,1,28,1,178,80,3,2,17
33,1,62,2,155,52,2,1,7
27,3,61,2,168,55,2,3,4
22,1,50,2,152,48,2,2,16
26,2,36,1,175,51,1,2,16
23,2,58,1,172,61,2,2,11
29,1,42,2,155,53,2,1,7
35,1,21,2,154,65,3,2,2
21,3,23,1,174,77,3,1,6
35,1,55,2,168,52,1,2,13
28,3,63,1,177,61,2,2,17
23,1,53,1,183,76,2,3,3
30,3,41,1,175,70,2,1,5
26,1,50,2,161,62,2,2,16
24,2,32,1,178,74,2,1,6
24,3,43,1,178,76,2,1,6
24,2,60,2,163,63,2,1,1
29,2,63,2,149,63,3,3,4
22,3,22,2,161,38,1,3,9
21,1,39,1,170,56,2,2,11
23,1,55,1,177,86,3,3,3
31,1,27,2,160,59,2,1,7
26,3,31,1,180,68,2,1,6
20,2,43,2,163,46,1,1,1
30,2,59,2,170,53,1,1,7
29,3,59,1,171,79,3,3,10
21,3,41,2,156,62,3,2,16
25,3,45,1,185,83,2,3,3
24,3,23,2,164,56,2,1,1
31,2,65,1,179,95,3,1,5
26,2,57,1,181,77,2,1,6
20,2,29,2,169,57,2,2,11
20,3,38,2,157,55,2,1,1
33,1,26,2,162,47,1,1,7
24,3,37,1,171,58,2,1,6
20,2,24,2,164,65,2,3,3
35,2,34,1,184,63,2,3,10
26,3,47,2,156,61,3,1,1
26,1,36,2,163,50,2,2,16
27,3,46,2,170,51,1,2,13
31,2,36,1,184,74,2,2,13
32,3,34,2,154,50,2,2,2
22,3,32,1,185,78,2,3,3
26,2,59,2,163,59,2,3,3
26,2,57,1,176,65,2,1,6
26,2,53,1,167,66,2,1,6
23,2,34,1,181,82,3,1,6
21,1,31,2,158,61,2,2,11
34,2,60,1,180,70,2,1,5
28,1,21,2,159,45,1,3,4
30,3,57,1,172,59,2,1,5
35,2,20,1,176,69,2,2,13
33,3,30,1,158,53,2,1,5
34,3,26,1,183,91,3,3,10
31,2,28,1,174,52,1,1,5
25,1,27,2,164,67,2,1,1
26,1,65,1,179,71,2,1,6
23,2,21,1,171,62,2,1,6
32,3,22,2,157,45,1,2,2
21,3,54,1,180,85,3,1,6
21,1,36,1,180,76,2,1,6
31,1,23,2,166,49,1,2,17
32,3,65,2,163,61,2,1,7
35,1,42,1,176,67,2,3,10
25,3,37,2,163,56,2,3,3
22,1,56,1,178,64,2,1,6
28,1,31,2,167,50,1,3,10
33,1,43,2,153,66,3,3,4
26,2,25,1,177,67,2,3,3
28,1,22,1,170,65,2,2,17
27,1,61,1,177,62,2,3,10
21,2,31,1,178,77,2,1,6
30,2,57,2,162,57,2,1,7
30,2,58,2,166,60,2,1,7
20,3,51,1,174,87,3,2,16
32,2,60,2,161,57,2,2,13
23,2,38,2,159,51,2,3,9
22,1,23,1,179,59,1,1,6
23,2,59,2,167,55,2,2,11
30,2,54,2,165,48,1,3,10
25,2,43,2,160,55,2,3,9
23,2,56,2,156,35,1,3,9
28,1,43,2,163,47,1,3,4
23,3,32,2,165,64,2,2,16
32,1,47,2,157,56,2,2,8
35,3,64,2,161,61,2,1,7
21,1,41,2,152,57,2,2,11
30,3,48,1,177,64,2,3,10
31,1,39,2,167,50,1,2,14
25,2,54,1,171,65,2,1,6
34,1,55,2,157,63,3,1,7
26,2,32,1,175,97,3,2,16
28,1,52,2,173,54,1,2,13
29,3,27,2,164,54,2,3,4
26,1,54,2,154,54,2,3,9
34,2,63,2,167,51,1,3,10
28,2,28,1,184,87,3,1,5
24,3,37,1,171,54,1,3,3
31,2,40,1,175,62,2,3,10
35,1,50,2,154,59,2,3,10
32,1,26,1,176,82,3,1,5
24,3,48,1,180,79,2,3,3
34,2,41,2,153,60,3,1,7
28,3,22,1,172,54,1,2,17
35,1,59,1,179,73,2,2,17
20,1,61,1,167,83,3,2,11
30,3,45,2,166,56,2,2,13
28,1,63,2,164,45,1,1,7
33,1,28,1,173,62,2,3,10
31,3,25,1,175,77,3,3,10
21,2,49,2,162,45,1,3,3
33,3,47,1,177,65,2,1,5
20,1,64,1,176,59,2,2,16
22,2,24,2,157,61,2,1,1
24,1,62,2,160,45,1,2,16
26,1,45,2,165,53,2,2,12
20,2,51,2,164,49,1,3,9
30,2,25,2,160,62,2,1,7
23,1,57,2,160,49,2,1,1
24,2,44,1,170,73,3,1,6
28,1,49,2,161,66,3,1,7
35,3,59,2,165,56,2,2,8
24,1,37,2,153,49,2,2,16
31,3,49,2,155,68,3,3,10
20,1,41,2,160,45,1,3,9
28,3,60,1,172,52,1,2,17
24,3,30,1,177,71,2,1,6
33,2,57,1,172,57,2,2,13
28,1,60,2,159,67,3,1,7
25,1,54,1,167,74,3,3,3
31,1,45,1,162,65,2,1,5
28,2,63,1,185,85,2,1,5
35,1,43,1,178,74,2,2,17
21,1,30,1,174,77,3,2,11
32,1,32,1,182,71,2,1,5
29,2,43,1,177,72,2,3,10
31,1,62,1,163,65,2,2,17
33,3,34,2,152,41,1,3,4
22,2,25,1,184,69,2,2,11
24,2,63,1,176,62,2,1,6
23,1,48,2,165,64,2,3,3
24,1,64,1,170,69,2,2,16
22,2,42,2,168,58,2,3,9
27,3,34,2,157,61,2,3,4
35,3,35,2,162,60,2,2,13
25,3,45,2,162,52,2,3,3
34,2,23,2,170,62,2,1,7
27,2,31,2,153,55,2,3,10
26,2,45,2,165,52,2,3,9
33,3,53,2,163,56,2,1,7
32,2,31,1,163,69,3,2,13
27,1,63,1,180,68,2,3,10
22,3,58,2,157,40,1,3,3
29,1,38,2,167,43,1,2,14
33,1,57,1,176,72,2,3,10
32,2,42,2,164,55,2,1,7
29,2,27,1,181,76,2,1,5
21,2,43,2,166,50,1,2,16
20,1,56,1,172,80,3,3,3
31,2,27,1,166,76,3,3,10
23,2,50,2,166,55,2,2,11
24,2,58,2,166,70,3,3,9
31,1,35,2,156,48,2,1,7
30,1,23,2,160,36,1,2,2
35,2,45,1,174,87,3,3,10
34,2,39,1,180,69,2,3,10
25,3,34,1,171,60,2,1,6
33,2,49,1,170,47,1,1,5
32,2,54,2,163,55,2,1,7
30,2,24,2,169,48,1,3,4
29,1,57,2,163,59,2,2,13
31,2,25,1,180,63,2,2,15
26,2,20,1,171,77,3,2,16
29,3,53,1,167,65,2,2,17
20,2,32,1,171,71,2,1,6
32,1,24,1,170,82,3,3,10
31,3,27,2,160,52,2,3,10
21,1,46,2,164,63,2,1,1
26,1,31,1,176,74,2,3,3
24,2,63,2,155,48,2,1,1
23,1,46,2,163,57,2,3,3
22,2,54,1,172,64,2,1,6
24,2,47,1,179,75,2,3,3
33,3,31,1,168,76,3,3,10
21,3,24,1,173,67,2,1,6
31,2,27,2,162,51,2,2,15
34,2,32,2,165,56,2,3,10
22,3,33,2,169,51,1,3,9
30,2,31,1,180,67,2,3,10
25,1,29,2,159,58,2,1,1
34,2,30,1,178,68,2,3,10
35,3,50,2,150,64,3,3,10
22,3,59,2,156,62,3,2,16
28,2,38,2,161,50,2,1,7
31,3,44,2,168,56,2,2,8
27,3,36,2,164,62,2,1,7
25,3,30,2,156,54,2,1,1
29,3,43,1,171,59,2,2,8
35,2,45,2,152,50,2,3,4
28,1,55,2,156,57,2,2,8
33,1,48,1,169,76,3,2,17
20,3,32,1,169,75,3,2,16
22,3,27,1,171,77,3,1,6
26,1,28,2,168,50,1,3,9
31,3,54,2,156,61,3,1,7
26,1,28,1,172,83,3,3,3
34,3,35,1,177,67,2,2,17
20,2,31,1,175,73,2,1,6
22,1,29,1,173,79,3,3,3
26,2,51,2,156,52,2,3,3
20,2,62,2,166,49,1,1,1
23,1,31,1,167,57,2,1,6
27,2,27,2,156,51,2,1,7
33,2,24,1,178,57,1,2,13
30,1,20,1,171,47,1,2,17
30,2,39,1,167,66,2,1,5
28,2,54,1,177,76,2,2,13
27,1,43,1,170,67,2,1,5
32,2,39,2,164,53,2,2,13
30,2,31,1,187,70,2,1,5
22,3,48,1,181,62,2,1,6
26,2,45,2,160,62,2,1,1
22,1,54,1,181,58,1,3,3
20,2,25,2,164,53,2,1,1
34,1,47,2,155,59,2,1,7
28,2,45,1,172,93,3,1,5
22,2,54,1,173,78,3,1,6
31,1,35,1,168,75,3,2,8
22,3,31,1,158,66,3,3,3
29,1,47,1,166,70,3,1,5
30,3,46,2,153,56,2,3,10
32,3,49,1,177,68,2,2,17
26,3,60,2,159,57,2,3,3
22,2,51,1,170,73,3,2,16
30,3,63,2,166,56,2,1,7
28,2,46,1,176,62,2,1,5
27,1,40,2,166,56,2,2,14
29,1,35,2,172,61,2,2,8
25,2,35,1,179,76,2,3,3
21,2,20,2,162,54,2,2,16
22,1,35,2,165,59,2,3,9
28,2,56,2,161,58,2,1,7
31,2,30,2,159,52,2,2,15
29,2,49,2,154,48,2,1,7
33,3,21,1,173,63,2,3,10
33,1,51,1,175,60,2,1,5
32,2,44,1,173,82,3,2,15
31,3,21,1,168,90,3,1,5
35,1,32,1,168,62,2,3,10
31,2,49,2,163,60,2,2,15
30,1,49,2,162,60,2,2,13
31,2,48,2,161,58,2,2,15
28,1,53,1,178,75,2,1,5
22,1,35,1,174,66,2,1,6
24,2,52,2,165,56,2,3,3
33,2,33,2,163,58,2,1,7
26,3,23,2,164,49,1,1,1
30,3,36,1,177,59,2,1,5
32,1,21,1,177,74,2,3,10
35,1,58,1,174,71,2,1,5
21,3,63,1,174,59,2,1,6
24,3,56,1,174,54,1,3,3
35,3,37,2,157,48,2,2,14
22,2,59,1,165,53,2,3,3
31,3,45,2,158,59,2,3,4
27,1,28,1,171,77,3,3,10
21,3,25,1,172,60,2,3,3
31,2,34,2,157,54,2,2,13
22,2,43,1,180,71,2,3,3
23,1,51,2,167,48,1,1,1
35,3,46,2,164,53,2,2,14
27,1,64,2,166,45,1,2,8
24,1,51,2,173,73,2,2,16
30,3,21,2,161,45,1,2,17
31,2,43,1,176,62,2,3,10
29,2,53,2,168,57,2,3,4
25,2,55,2,161,51,2,1,1
28,2,65,2,160,39,1,3,4
27,1,43,1,163,83,3,2,8
27,3,26,1,178,83,3,3,10
27,1,28,2,163,69,3,2,17
21,3,46,1,170,66,2,1,6
34,1,36,1,176,82,3,2,17
28,1,32,1,183,68,2,2,8
21,2,54,2,158,44,1,2,11
24,1,62,2,161,55,2,3,3
28,3,54,1,160,52,2,1,5
35,2,25,1,176,95,3,2,13
24,1,63,1,174,70,2,3,3
21,1,32,2,173,59,2,2,12
24,1,30,2,154,45,2,3,3
22,1,46,1,175,63,2,3,3
27,1,50,2,163,70,3,2,14
27,2,36,1,165,78,3,1,5
23,3,26,2,158,69,3,1,1
34,1,61,2,161,61,2,1,7
28,1,63,2,159,65,3,1,7
27,3,27,1,181,61,2,3,10
20,2,51,1,183,61,1,1,6
23,1,48,2,154,53,2,2,11
22,3,28,2,170,56,2,2,12
26,1,31,2,153,50,2,3,9
32,2,36,1,181,79,2,1,5
31,2,62,1,183,95,3,1,5
24,1,39,1,181,66,2,1,6
32,1,58,1,172,65,2,3,10
22,2,49,2,166,51,2,3,3
35,1,32,1,172,70,2,3,10
33,2,24,1,174,78,3,1,5
22,3,51,2,157,60,2,2,12
34,3,23,1,183,72,2,1,5
33,3,59,1,173,81,3,1,5
28,2,24,2,154,73,3,2,15
33,1,45,1,178,87,3,1,5
31,1,41,2,162,47,1,2,14
25,2,64,2,174,50,1,1,1
30,3,35,2,162,66,3,3,4
24,2,30,2,171,63,2,3,9
28,3,20,1,173,63,2,3,10
33,1,51,2,164,49,1,3,4
25,3,45,2,165,46,1,1,1
28,2,40,1,174,90,3,2,13
26,1,55,1,175,81,3,1,6
32,2,20,1,174,59,2,3,10
29,1,49,2,162,58,2,3,4
34,2,47,2,166,54,2,1,7
28,1,49,1,168,90,3,1,5
20,1,39,1,169,51,1,3,3
20,1,50,1,175,71,2,2,11
35,2,21,1,172,60,2,1,5
35,2,52,1,183,73,2,3,10
35,1,29,1,177,53,1,2,8
20,3,25,1,173,67,2,1,6
24,2,45,2,151,56,2,1,1
24,3,38,2,159,42,1,3,9
22,3,36,1,176,70,2,3,3
33,1,52,1,186,72,2,1,5
35,3,59,2,164,51,2,2,8
30,1,39,1,173,80,3,2,17
35,3,42,1,165,61,2,2,17
29,2,54,2,157,66,3,2,15
21,3,40,1,176,83,3,1,6
28,3,59,1,177,77,2,1,5
25,3,54,1,181,76,2,1,6
32,3,20,1,182,84,3,3,10
27,1,38,1,168,65,2,2,17
32,3,30,1,182,65,2,2,17
28,1,48,1,168,76,3,3,10
28,3,55,2,162,45,1,3,10
23,2,25,1,174,74,2,2,11
33,2,55,2,159,69,3,1,7
30,2,56,2,153,40,1,1,7
26,1,36,1,177,77,2,3,3
23,3,22,1,169,74,3,3,3
22,2,24,1,182,75,2,3,3
31,3,36,2,162,48,1,1,7
28,3,58,1,177,63,2,3,10
35,2,60,2,158,64,3,3,4
33,3,43,1,179,67,2,1,5
20,1,31,1,179,63,2,2,16
21,2,22,1,167,60,2,1,6
34,3,40,2,163,62,2,2,13
34,2,53,2,167,55,2,2,14
29,2,61,1,169,67,2,3,10
35,3,36,1,172,97,3,3,10
29,1,49,2,154,66,3,1,7
26,3,29,2,162,44,1,3,9
22,3,56,2,158,63,3,2,11
28,3,27,2,156,56,2,1,7
23,1,49,1,185,90,3,3,3
24,2,36,2,161,54,2,3,3
33,1,59,1,173,91,3,3,10
29,1,27,2,160,54,2,1,7
26,2,62,2,165,62,2,1,1
30,2,27,1,170,64,2,1,5
23,1,33,2,163,52,2,1,1
28,3,41,2,168,53,2,3,4
29,2,31,1,168,78,3,1,5
28,1,28,2,160,64,2,1,7
21,2,23,1,163,87,3,1,6
30,2,35,2,160,51,2,2,13
25,1,41,1,173,70,2,1,6
29,3,21,1,182,80,2,3,10
33,1,55,1,179,73,2,3,10
25,3,58,2,160,53,2,2,12
34,2,53,1,172,73,2,3,10
21,1,33,2,156,49,2,1,1
30,3,36,1,167,73,3,1,5
28,1,56,2,157,50,2,2,14
25,1,20,2,164,51,2,1,1
22,2,64,1,178,67,2,2,11
27,1,32,2,154,59,2,3,10
20,3,35,1,186,84,2,2,11
24,1,62,2,153,52,2,3,9
28,2,62,1,172,56,2,3,10
20,2,35,1,169,58,2,2,11
20,2,24,2,158,61,2,3,3
24,3,23,2,165,44,1,1,1
26,3,64,2,167,50,1,2,16
33,3,63,2,165,65,2,3,10
24,1,64,1,168,70,2,1,6
25,3,34,2,163,58,2,2,12
22,1,62,1,168,59,2,1,6
31,2,50,1,178,58,1,3,10
21,3,42,1,171,55,2,1,6
29,2,57,1,166,64,2,1,5
27,1,60,2,162,60,2,2,14
33,2,52,1,170,68,2,3,10
21,1,53,2,171,69,2,1,1
31,1,26,1,166,53,2,1,5
24,3,54,1,178,69,2,2,11
30,1,42,2,165,51,2,1,7
33,2,57,2,163,48,1,3,4
20,1,36,2,161,63,2,1,1
31,2,64,2,163,55,2,3,4
32,3,57,2,155,59,2,1,7
33,2,65,2,169,50,1,2,14
25,3,45,2,161,67,3,3,3
28,3,34,1,170,72,2,3,10
27,1,41,2,157,64,3,2,13
22,2,57,2,160,53,2,1,1
30,1,47,2,163,55,2,3,4
23,1,52,1,168,74,3,1,6
34,1,43,2,159,52,2,1,7
21,2,32,1,181,70,2,3,3
33,1,34,2,170,58,2,1,7
32,1,50,1,174,84,3,2,17
21,3,37,1,178,85,3,1,6
28,2,65,2,165,60,2,2,15
26,2,32,2,166,58,2,3,3
26,2,42,1,167,81,3,3,3
28,3,24,2,168,60,2,1,7
26,1,47,1,169,81,3,3,3
20,2,48,1,169,76,3,3,3
27,1,53,1,171,56,2,2,8
24,1,63,2,156,57,2,3,9
23,1,46,1,172,72,2,2,11
26,3,31,1,179,71,2,1,6
27,1,53,2,156,48,2,1,7
29,2,40,1,174,82,3,2,15
28,3,26,2,158,59,2,3,4
20,1,36,1,164,84,3,2,16
27,1,63,2,158,55,2,3,10
31,2,55,1,170,79,3,1,5
34,3,26,1,172,58,2,3,10
24,2,48,1,181,73,2,3,3
34,2,31,1,161,68,3,3,10
31,2,65,2,151,62,3,2,14
30,2,33,2,158,38,1,1,7
29,1,51,2,168,52,1,3,4
21,2,36,1,187,64,1,1,6
21,2,38,1,177,73,2,3,3
26,2,27,1,181,83,3,2,16
24,2,47,1,174,79,3,1,6
35,2,27,1,181,87,3,3,10
24,1,60,1,176,57,1,2,11
29,2,34,1,185,84,2,3,10
33,3,57,2,165,74,3,2,8
24,2,54,1,184,71,2,2,11
28,1,56,1,168,69,2,2,8
29,3,65,1,167,86,3,1,5
30,2,42,1,169,63,2,2,15
35,1,37,1,184,76,2,1,5
27,2,45,1,175,76,2,3,10
26,1,58,2,161,42,1,3,3
26,3,22,1,170,56,2,2,16
24,1,30,2,156,58,2,3,3
33,2,21,2,161,66,3,3,4
30,2,52,2,171,63,2,3,4
20,2,60,1,179,59,1,2,16
20,3,45,1,182,65,2,1,6
23,2,41,1,161,69,3,3,3
28,3,32,2,156,53,2,1,7
32,3,27,2,148,38,1,1,7
24,3,28,1,177,71,2,1,6
24,3,58,2,149,42,2,3,3
25,3,46,2,160,50,2,3,9
25,3,42,1,168,83,3,2,16
34,3,56,2,153,58,2,2,13
33,2,42,2,159,44,1,2,14
23,2,63,1,176,60,2,2,11
32,1,60,1,175,73,2,2,17
25,1,35,2,169,66,2,3,3
26,3,33,2,162,56,2,3,9
29,3,28,2,171,56,2,3,4
20,1,30,1,171,78,3,3,3
30,1,21,1,178,60,2,3,10
33,2,50,2,161,50,2,3,10
35,1,58,1,184,70,2,3,10
34,3,23,1,170,54,2,2,17
31,3,54,2,160,58,2,3,10
34,1,34,2,151,53,2,3,10
32,3,65,1,184,61,1,3,10
22,2,30,1,176,83,3,3,3
32,3,49,2,162,58,2,3,4
28,2,37,1,171,75,3,2,13
29,3,50,1,178,77,2,3,10
24,3,42,2,160,56,2,3,9
31,1,52,1,181,66,2,1,5
35,1,26,1,180,79,2,1,5
29,2,62,2,163,47,1,3,10
34,3,30,2,155,55,2,1,7
27,1,53,2,159,56,2,2,14
26,1,27,1,172,74,3,1,6
35,2,55,1,169,69,2,3,10
20,2,55,2,156,62,3,2,11
28,3,20,1,169,82,3,3,10
27,1,35,1,166,66,2,1,5
27,2,58,1,166,69,3,2,13
25,1,47,2,153,71,3,1,1
26,3,32,2,156,55,2,2,16
29,1,43,1,175,71,2,1,5
29,1,42,2,157,46,2,3,10
28,2,59,2,153,43,1,2,14
33,2,42,2,157,63,3,2,15
35,3,47,2,163,62,2,1,7
33,1,51,2,162,61,2,3,10
32,3,20,2,159,56,2,2,8
32,3,53,1,179,71,2,2,17
24,1,57,2,171,53,1,3,3
26,2,21,2,163,60,2,2,11
32,3,21,1,158,45,1,2,8
28,1,33,1,176,59,2,2,8
33,2,60,1,165,74,3,3,10
20,2,30,2,163,53,2,3,3
35,1,52,2,164,49,1,3,4
35,2,49,1,166,64,2,1,5
24,3,23,1,180,75,2,1,6
34,2,24,2,160,56,2,2,13
20,3,58,2,161,50,2,3,3
26,2,30,2,155,57,2,3,3
28,2,50,2,161,53,2,2,14
30,1,33,2,157,46,2,3,4
21,1,45,1,175,97,3,2,11
30,3,60,1,177,54,1,1,5
23,2,47,1,182,80,2,1,6
27,1,22,1,171,90,3,1,5
33,2,44,2,166,51,2,2,13
32,2,23,2,165,60,2,1,7
35,3,27,1,172,67,2,3,10
33,1,35,1,172,69,2,2,8
30,3,42,1,174,61,2,1,5
23,2,32,2,155,63,3,3,3
32,3,54,2,168,46,1,1,7
25,2,20,2,152,61,3,2,11
25,1,50,2,165,55,2,3,3
21,1,28,1,173,89,3,3,3
31,3,47,1,172,74,3,2,17
25,1,51,2,161,64,2,3,3
26,1,39,2,160,41,1,1,1
30,2,45,1,175,71,2,1,5
35,3,28,1,182,64,2,1,5
31,2,29,1,166,69,3,2,13
31,1,31,2,151,66,3,1,7
24,1,54,1,166,76,3,3,3
34,2,49,1,169,56,2,2,13
28,1,55,2,158,54,2,3,10
35,2,49,2,162,43,1,2,13
21,2,30,2,167,55,2,1,1
24,1,35,1,179,79,2,1,6
30,1,52,2,163,51,2,2,14
21,2,26,1,168,63,2,3,3
34,3,26,1,172,71,2,1,5
27,1,57,1,174,61,2,1,5
33,2,42,1,192,77,2,1,5
22,2,50,1,160,78,3,2,16
33,3,57,2,153,46,2,3,4
31,1,61,2,163,50,2,1,7
27,3,50,2,167,68,2,1,7
28,2,32,1,162,72,3,1,5
30,2,61,1,173,86,3,2,15
25,2,28,1,173,69,2,2,11
27,3,45,1,173,66,2,1,5
32,1,42,2,166,53,2,1,7
23,2,49,2,158,52,2,3,9
32,3,39,2,160,50,2,3,10
33,2,33,2,157,52,2,3,4
31,3,56,1,164,62,2,1,5
28,3,54,2,167,43,1,3,4
22,2,24,2,157,57,2,2,11
27,3,49,1,175,64,2,2,8
34,3,35,2,160,75,3,2,13
33,3,45,2,161,70,3,1,7
32,1,54,2,154,49,2,3,4
22,1,26,2,165,51,2,2,12
32,3,49,1,187,81,2,2,17
23,2,35,2,156,49,2,2,16
25,3,64,1,168,75,3,3,3
20,1,34,1,180,83,3,1,6
21,2,49,1,166,64,2,2,16
25,3,40,2,162,71,3,3,9
30,2,41,2,151,39,1,3,10
33,1,56,2,160,64,2,1,7
25,1,29,2,157,50,2,3,3
27,3,44,1,165,86,3,1,5
22,3,45,2,153,67,3,2,11
24,2,41,1,181,66,2,1,6
34,2,27,2,165,56,2,3,10
32,2,47,2,163,49,1,2,15
24,2,56,2,167,51,1,3,3
29,1,24,1,168,64,2,2,17
32,3,48,2,157,46,2,1,7
21,2,41,2,163,46,1,2,16
20,2,35,2,153,44,2,3,3
34,2,47,2,150,64,3,1,7
20,3,22,1,178,86,3,3,3
35,1,27,2,165,45,1,3,10
25,2,20,1,176,57,1,1,6
25,2,54,1,179,82,3,2,11
31,2,45,1,175,82,3,1,5
28,2,48,1,172,71,2,1,5
23,1,63,2,162,47,1,2,11
27,2,40,1,177,60,2,2,13
34,3,27,1,171,65,2,3,10
30,1,40,2,164,54,2,3,4
29,1,51,2,157,45,1,1,7
30,3,56,2,160,51,2,1,7
22,3,33,1,164,65,2,1,6
30,2,40,2,163,51,2,3,10
25,1,25,2,165,55,2,3,9
34,3,42,1,170,69,2,3,10
32,1,42,2,155,48,2,3,10
24,3,60,2,165,51,2,2,16
34,3,29,1,172,88,3,1,5
22,3,36,1,173,53,1,1,6
33,1,54,2,169,55,2,3,10
34,3,23,1,175,64,2,2,17
23,2,56,2,157,56,2,2,11
27,2,45,2,163,66,2,2,13
31,3,46,2,142,48,2,2,13
31,3,34,1,179,80,2,2,17
29,1,36,2,167,46,1,3,4
26,1,60,2,154,54,2,2,16
20,3,40,1,177,73,2,3,3
32,2,30,2,159,55,2,1,7
28,1,33,2,169,49,1,2,17
35,3,65,2,166,42,1,3,10
32,3,51,1,178,64,2,2,17
32,1,58,2,162,55,2,2,8
33,2,61,1,170,76,3,1,5
33,2,41,1,165,72,3,1,5
27,1,34,1,176,56,1,3,10
20,2,58,2,164,61,2,1,1
23,3,43,1,177,77,2,2,11
29,1,51,1,177,57,1,3,10
30,3,55,2,162,59,2,1,7
23,3,34,2,142,52,3,3,3
20,2,51,1,168,89,3,3,3
25,1,24,1,166,70,3,3,3
21,1,43,1,173,75,3,3,3
28,3,43,1,190,76,2,1,5
31,2,40,1,171,71,2,1,5
32,3,61,1,180,59,1,3,10
33,3,62,1,168,51,1,1,5
27,1,31,1,160,71,3,3,10
20,3,60,2,164,59,2,3,9
32,3,38,1,184,68,2,1,5
31,3,55,2,157,49,2,2,8
33,3,39,1,175,67,2,1,5
23,2,50,1,168,90,3,2,11
32,2,29,2,163,43,1,2,14
24,1,51,1,177,64,2,1,6
21,3,64,2,151,49,2,3,3
22,3,56,1,176,62,2,1,6
21,3,59,2,164,53,2,3,9
